q100_1,q100_2,q100_3,q100_4,q100_5,q100_6,q100_7,q100_8,q200_1,q200_2,q200_3,q200_4,q200_5,q300_1,q300_2,q300_3,SATIS,LOYALTY,NPS_COMPOSITE,SATIS_SUM,WEIGHTED_SATIS
1,5,-98,4,2,1,4,5,3,6,6,-98,3,4,1,10,3.142857142857143,4.5,5.0,10.0,2.5
5,3,4,4,3,4,-99,3,2,2,2,3,3,5,-99,1,3.7142857142857144,2.4,3.0,16.0,4.2
3,2,3,5,4,1,4,3,6,7,5,5,5,7,6,8,3.125,5.6,7.0,13.0,2.7
-99,4,5,5,3,3,-98,3,5,6,3,2,3,0,8,1,3.8333333333333335,3.8,3.0,14.0,4.4
1,5,1,-99,3,2,3,4,1,-98,3,4,2,1,-99,-99,2.7142857142857144,2.5,1.0,7.0,2.2
3,4,4,3,3,4,1,1,5,6,1,5,3,-99,-99,9,2.875,4.0,9.0,14.0,3.5
-99,4,1,3,3,4,3,5,5,3,4,3,3,7,4,-99,3.2857142857142856,3.6,5.5,8.0,2.8
3,3,4,3,3,2,1,3,-98,2,3,6,1,-99,3,3,2.75,3.0,3.0,13.0,3.2
4,5,2,2,2,5,3,2,1,2,3,4,6,-99,1,10,3.125,3.2,5.5,13.0,3.9
4,1,5,3,3,2,3,1,2,3,5,3,6,0,9,3,2.75,3.8,4.0,13.0,3.3
3,3,-98,2,3,3,4,3,7,4,5,4,2,10,0,10,3.0,4.4,6.666666666666667,8.0,2.9999999999999996
4,1,1,-98,3,4,1,3,7,6,2,4,1,1,6,-99,2.4285714285714284,4.0,3.5,6.0,2.5
3,2,3,3,2,4,2,3,5,6,1,2,5,-99,1,-99,2.75,3.8,1.0,11.0,2.7
-98,3,-99,3,4,-99,3,4,5,4,6,3,2,-99,6,-99,3.4,4.0,6.0,6.0,3.0
1,3,3,3,1,2,-99,3,1,1,1,3,3,8,0,-99,2.2857142857142856,1.8,4.0,10.0,2.0
2,4,5,1,3,4,3,-99,4,2,7,3,1,-99,-99,1,3.142857142857143,3.4,1.0,12.0,3.2
-99,3,3,1,4,4,3,3,2,1,4,5,2,3,3,5,3.0,2.8,3.6666666666666665,7.0,3.0
5,3,3,3,3,-98,4,5,2,3,3,4,5,7,5,-99,3.7142857142857144,3.4,6.0,14.0,4.0
3,2,2,1,2,2,4,1,6,4,2,7,6,-99,-99,8,2.125,5.0,8.0,8.0,2.5
4,3,2,4,4,4,2,3,2,1,1,3,2,2,-99,3,3.25,1.8,2.5,13.0,3.3
2,2,4,5,3,3,3,2,4,3,2,3,3,4,3,9,3.0,3.0,5.333333333333333,13.0,2.4000000000000004
2,1,3,5,4,2,2,3,7,2,2,5,2,7,1,6,2.75,3.6,4.666666666666667,11.0,1.9000000000000001
3,4,3,4,4,3,-99,5,2,4,4,4,1,-99,-99,6,3.7142857142857144,3.0,6.0,14.0,3.3000000000000003
3,4,3,2,4,2,1,1,-98,4,2,4,-98,6,6,-99,2.5,3.3333333333333335,6.0,12.0,3.3000000000000003
3,4,3,5,3,3,3,1,-98,4,4,1,5,-99,-99,6,3.125,3.5,6.0,15.0,3.3000000000000003
1,3,5,5,1,5,1,5,4,3,4,3,4,1,7,0,3.25,3.6,2.6666666666666665,14.0,2.4
-99,3,-99,2,2,3,2,2,2,-98,3,3,5,6,5,0,2.3333333333333335,3.25,3.6666666666666665,5.0,3.0
-99,5,3,4,3,4,4,4,3,2,1,-98,6,-99,7,-99,3.857142857142857,3.0,7.0,12.0,4.2
4,3,5,2,3,3,2,3,3,4,1,3,6,3,-99,-99,3.125,3.4,3.0,14.0,3.9
3,3,4,5,3,1,1,5,3,5,1,6,1,10,-99,-99,3.125,3.2,10.0,15.0,3.2
2,1,3,-99,2,2,3,1,3,4,5,5,2,2,0,6,2.0,3.8,2.6666666666666665,6.0,1.9000000000000001
5,2,-99,1,1,3,1,1,-98,7,3,3,5,0,8,-99,2.0,4.5,4.0,8.0,3.875
4,3,2,5,3,2,1,3,2,3,5,4,3,2,0,-99,2.875,3.4,1.0,14.0,3.3
2,3,1,4,2,2,5,-98,5,4,3,6,-98,-99,7,-99,2.7142857142857144,4.5,7.0,10.0,2.1
-98,3,5,-99,4,3,4,3,1,1,4,6,5,9,-99,-99,3.6666666666666665,3.4,9.0,8.0,3.8
5,3,3,3,1,2,-98,2,4,4,4,2,-98,-99,6,6,2.7142857142857144,3.5,6.0,14.0,4.0
-98,4,5,5,3,2,5,4,7,3,5,3,2,5,-99,7,4.0,4.0,6.0,14.0,4.4
4,4,5,1,-98,3,4,-98,3,2,3,3,6,9,10,3,3.5,3.4,7.333333333333333,14.0,4.2
4,5,1,2,2,1,1,5,2,4,2,1,3,8,-99,4,2.625,2.4,6.0,12.0,3.7
3,4,5,1,3,-98,4,-99,5,4,4,4,-98,-99,-99,-99,3.3333333333333335,4.25,-99.0,13.0,3.7
-98,-99,3,-99,1,5,5,1,5,1,3,6,2,-99,1,-99,3.0,3.4,1.0,3.0,3.0000000000000004
5,1,3,5,4,4,4,1,5,5,3,3,4,-99,3,-99,3.375,4.0,3.0,14.0,3.4
1,2,4,5,3,1,3,4,3,4,4,5,5,0,6,7,2.875,4.2,4.333333333333333,12.0,1.9000000000000001
1,1,-98,-98,3,4,2,5,3,2,4,4,3,9,2,1,2.6666666666666665,3.2,4.0,2.0,1.0
3,4,1,1,3,5,5,2,-98,4,4,3,4,7,8,0,3.0,3.75,5.0,9.0,2.9000000000000004
5,5,3,3,5,4,4,2,7,5,4,2,-98,-99,7,6,3.875,4.5,6.5,16.0,4.6
-99,2,4,1,2,1,-99,4,4,4,5,5,3,4,-99,7,2.3333333333333335,4.2,5.5,7.0,2.8
2,-98,4,2,1,4,2,1,6,3,5,6,4,4,7,10,2.2857142857142856,4.8,7.0,8.0,2.5714285714285716
3,1,4,2,5,5,2,3,4,3,4,5,1,6,-99,0,3.125,3.4,3.0,10.0,2.6
3,-98,1,3,3,3,2,3,3,4,5,1,6,4,-99,-99,2.5714285714285716,3.8,4.0,7.0,2.428571428571429
-99,3,2,2,5,4,4,3,2,7,6,2,4,2,-99,6,3.2857142857142856,4.2,4.0,7.0,2.5999999999999996
5,1,3,1,3,3,2,4,3,5,3,1,3,-99,3,-99,2.75,3.0,3.0,10.0,3.4
5,3,5,2,5,3,1,3,4,1,3,4,1,9,8,8,3.375,2.6,8.333333333333334,15.0,4.4
3,2,2,1,3,1,-99,4,1,4,5,5,4,-99,5,2,2.2857142857142856,3.8,3.5,8.0,2.5
3,2,2,-99,4,4,1,3,3,6,4,2,1,-99,6,-99,2.7142857142857144,3.2,6.0,7.0,2.5
2,2,-99,4,-98,1,5,3,5,1,1,6,1,4,6,-99,2.8333333333333335,2.8,5.0,8.0,2.0
1,5,1,-99,3,3,3,4,5,-98,6,4,4,9,-99,8,2.857142857142857,4.75,8.5,7.0,2.2
5,3,-99,3,2,2,5,2,4,7,1,5,2,1,7,8,3.142857142857143,3.8,5.333333333333333,11.0,4.25
5,2,4,2,2,3,3,1,7,1,5,-98,2,-99,8,1,2.75,3.75,4.5,13.0,3.9000000000000004
-99,4,5,4,2,1,-98,1,1,7,5,1,5,6,-99,10,2.8333333333333335,3.8,8.0,13.0,4.4
-99,4,2,2,2,4,-98,2,4,3,-98,7,1,6,0,-99,2.6666666666666665,3.75,3.0,8.0,3.2
3,2,1,2,2,4,1,3,5,6,1,2,3,5,8,1,2.25,3.4,4.666666666666667,8.0,2.3000000000000003
4,3,4,2,3,2,1,5,4,3,4,3,2,7,-99,4,3.0,3.2,5.5,13.0,3.7
-98,1,5,1,3,1,2,4,3,3,3,6,4,4,2,-99,2.4285714285714284,3.8,3.0,7.0,2.6
5,2,4,2,3,1,4,4,2,4,3,7,5,6,10,4,3.125,4.2,6.666666666666667,13.0,3.9000000000000004
2,4,1,3,4,5,5,3,6,5,1,4,5,-99,3,10,3.375,4.2,6.5,10.0,2.4000000000000004
3,2,4,4,1,3,3,3,4,1,4,4,3,-99,-99,8,2.875,3.2,8.0,13.0,2.9000000000000004
1,3,4,1,1,3,4,3,6,4,4,5,1,5,5,9,2.5,4.0,6.333333333333333,9.0,2.2
-99,4,4,2,2,1,2,2,4,2,2,6,1,7,5,6,2.4285714285714284,3.0,6.0,10.0,4.0
4,1,4,5,3,4,5,1,5,3,4,2,3,-99,9,4,3.375,3.4,6.5,14.0,3.0999999999999996
2,3,5,1,2,5,-99,3,6,3,5,6,7,0,3,0,3.0,5.4,1.0,11.0,2.9
4,2,4,2,2,5,2,-99,5,4,5,4,2,-99,4,-99,3.0,4.0,4.0,12.0,3.4000000000000004
4,-99,1,5,3,4,3,2,3,3,7,4,3,3,6,-99,3.142857142857143,4.0,4.5,10.0,3.1428571428571432
3,3,3,2,5,1,1,1,4,2,3,3,2,-99,5,-99,2.375,2.8,5.0,11.0,3.0
1,5,1,1,1,1,3,4,6,2,-98,4,4,9,8,10,2.125,4.0,9.0,8.0,2.2
4,3,3,3,4,1,3,2,3,1,6,7,5,9,9,4,2.875,4.4,7.333333333333333,13.0,3.5
3,1,3,2,4,2,1,5,3,4,3,4,4,-99,9,0,2.625,3.6,4.5,9.0,2.4000000000000004
4,4,1,3,4,1,3,4,1,-98,2,-98,6,1,10,-99,3.0,3.0,5.5,12.0,3.4000000000000004
3,-99,2,5,-98,2,2,-98,7,2,3,2,4,5,5,8,2.8,3.6,6.0,10.0,2.7142857142857144
5,4,1,1,1,3,3,3,1,7,3,5,2,8,2,5,2.625,3.6,5.0,11.0,3.9000000000000004
3,5,5,3,2,-98,3,4,4,5,4,6,3,-99,-99,1,3.5714285714285716,4.4,1.0,16.0,4.0
3,5,-98,3,5,4,1,3,3,4,4,5,5,3,-99,1,3.4285714285714284,4.2,2.0,11.0,3.75
5,2,1,1,3,5,4,4,3,4,5,4,4,-99,4,5,3.125,4.0,4.5,9.0,3.3000000000000003
3,2,-99,4,3,4,4,3,5,6,4,4,4,6,6,-99,3.2857142857142856,4.6,6.0,9.0,2.625
1,4,3,2,4,1,3,2,1,2,2,6,5,3,8,-99,2.5,3.2,5.5,10.0,2.3
1,3,2,3,4,4,1,3,4,4,6,6,4,-99,8,-99,2.625,4.8,8.0,9.0,1.7999999999999998
4,5,1,1,-98,2,4,3,5,5,3,2,6,1,10,-99,2.857142857142857,4.2,5.5,11.0,3.7
4,-98,3,3,-99,4,-99,5,6,4,-98,6,4,8,0,-99,3.8,5.0,4.0,10.0,3.714285714285715
4,3,4,2,4,2,2,4,2,6,2,3,5,1,-99,8,3.125,3.6,4.5,13.0,3.7
2,2,4,5,2,-99,2,4,6,1,-98,3,2,5,1,3,3.0,3.0,3.0,13.0,2.4000000000000004
1,4,1,1,5,2,2,1,5,5,1,6,5,10,7,-99,2.125,4.4,8.5,7.0,1.9
1,2,1,3,1,2,3,4,6,4,2,3,7,9,-99,3,2.125,4.4,6.0,7.0,1.3
3,5,3,3,2,-98,2,3,4,3,1,6,3,6,7,4,3.0,3.4,5.666666666666667,14.0,3.6
3,3,2,4,5,1,3,5,4,3,5,3,5,7,2,3,3.25,4.0,4.0,12.0,2.8
3,4,2,3,2,4,4,-98,7,4,6,1,5,3,-99,8,3.142857142857143,4.6,5.5,12.0,3.1
3,1,2,4,2,4,3,1,6,6,3,4,1,7,-99,5,2.5,4.0,6.0,10.0,2.2
-98,4,5,4,1,5,3,5,3,4,7,2,4,-99,-99,2,3.857142857142857,4.0,2.0,13.0,4.4
2,3,-98,5,5,-99,3,1,3,6,4,5,2,-99,6,7,3.1666666666666665,4.0,6.5,10.0,2.3749999999999996
3,3,3,2,3,-99,3,3,3,3,4,3,-98,2,3,-99,2.857142857142857,3.25,2.5,11.0,3.0
4,2,-98,3,4,1,1,3,3,2,6,3,6,0,-99,9,2.5714285714285716,4.0,4.5,9.0,3.25
3,4,2,5,2,5,1,1,3,1,3,1,2,-99,8,-99,2.875,2.0,8.0,14.0,3.1
4,5,3,-99,4,4,5,4,3,1,3,3,2,8,-99,3,4.142857142857143,2.4,5.5,12.0,4.1
5,2,2,5,4,4,1,1,6,3,7,5,4,8,5,2,3.0,5.0,5.0,14.0,3.5
-98,1,4,3,2,1,4,2,1,3,7,2,3,-99,5,9,2.4285714285714284,3.2,7.0,8.0,2.2
1,1,-99,2,3,4,-98,3,5,5,-98,4,1,5,-99,7,2.3333333333333335,3.75,6.0,4.0,1.0
-98,4,4,3,2,-99,2,4,2,5,7,7,4,8,8,-99,3.1666666666666665,5.0,8.0,11.0,4.0
3,4,3,4,-99,-98,3,-98,3,1,2,5,3,-99,2,-99,3.4,2.8,2.0,14.0,3.3000000000000003
2,3,4,3,4,3,3,4,1,2,6,6,2,-99,3,-99,3.25,3.4,3.0,12.0,2.7
3,2,1,3,-98,1,5,4,3,3,3,2,6,2,8,-99,2.7142857142857144,3.4,5.0,9.0,2.3000000000000003
-99,3,5,5,2,3,-98,3,5,4,-98,3,7,2,0,6,3.5,4.75,2.6666666666666665,13.0,3.8
3,3,3,3,4,5,4,1,6,2,4,6,5,3,7,3,3.25,4.6,4.333333333333333,12.0,3.0
2,3,3,5,4,4,1,1,2,2,4,5,6,-99,6,9,2.875,3.8,7.5,13.0,2.5
4,-99,3,3,4,3,4,3,4,7,4,4,2,4,-99,1,3.4285714285714284,4.2,2.5,10.0,3.714285714285715
2,1,4,2,-99,1,3,4,4,6,3,5,3,0,5,4,2.4285714285714284,4.2,3.0,9.0,2.1
1,4,1,3,3,3,3,3,6,2,1,3,2,-99,-99,3,2.625,2.8,3.0,9.0,1.9
1,3,4,4,1,3,1,4,5,3,6,1,5,2,3,6,2.625,4.0,3.6666666666666665,12.0,2.2
1,3,2,1,4,-98,2,3,4,3,6,5,7,0,9,1,2.2857142857142856,5.0,3.3333333333333335,7.0,1.7999999999999998
2,4,4,2,4,4,4,1,5,5,2,5,5,3,1,0,3.125,4.4,1.3333333333333333,12.0,3.0
1,4,5,-99,3,2,3,2,6,4,5,4,6,3,-99,10,2.857142857142857,5.0,6.5,10.0,2.7
4,-99,5,2,2,3,2,5,1,2,4,6,4,7,-99,10,3.2857142857142856,3.4,8.5,11.0,4.285714285714286
2,1,3,3,3,1,3,4,3,5,3,3,3,-99,-99,-99,2.5,3.4,-99.0,9.0,1.9000000000000001
2,1,3,3,2,-99,5,5,7,3,3,3,3,-99,9,-99,3.0,3.8,9.0,9.0,1.9000000000000001
5,4,1,3,3,3,4,1,5,3,6,6,1,7,8,1,3.0,4.2,5.333333333333333,13.0,3.9000000000000004
3,3,4,4,4,3,2,-99,4,3,5,5,1,6,-99,4,3.2857142857142856,3.6,5.0,14.0,3.2
4,2,2,2,4,3,1,2,4,4,4,4,5,9,-99,2,2.5,4.2,5.5,10.0,3.0
2,1,3,3,2,4,2,1,3,3,4,2,3,4,-99,-99,2.25,3.0,4.0,9.0,1.9000000000000001
2,1,2,3,3,4,-98,-99,4,2,1,2,4,0,6,-99,2.5,2.6,3.0,8.0,1.7000000000000002
1,5,1,4,2,4,3,2,5,3,4,5,4,-99,-99,3,2.75,4.2,3.0,11.0,2.2
2,2,4,1,2,2,3,4,3,1,2,3,3,3,2,5,2.5,2.4,3.3333333333333335,9.0,2.4000000000000004
2,2,1,3,4,2,3,2,5,5,2,6,4,3,4,-99,2.375,4.4,3.5,8.0,1.8
2,2,4,2,-98,1,3,3,6,2,5,7,4,7,1,9,2.4285714285714284,4.8,5.666666666666667,10.0,2.4000000000000004
1,3,2,2,3,4,5,-98,2,1,7,6,3,8,4,-99,2.857142857142857,3.8,6.0,8.0,1.7999999999999998
1,1,1,2,4,1,3,2,4,5,3,3,6,0,-99,4,1.875,4.2,2.0,5.0,1.0
3,3,3,2,5,3,1,4,3,5,2,5,4,2,-99,3,3.0,3.8,2.5,11.0,3.0
2,1,1,5,5,5,1,2,5,6,4,3,4,6,-99,-99,2.75,4.4,6.0,9.0,1.5
3,5,2,2,2,5,3,4,2,4,6,2,6,-99,10,-99,3.25,4.0,10.0,12.0,3.4
3,2,4,-98,-99,3,-98,2,4,2,5,1,6,3,8,-99,2.8,3.6,5.5,9.0,2.9000000000000004
4,3,1,-99,3,3,2,2,6,5,6,3,6,7,-99,9,2.5714285714285716,5.2,8.0,8.0,3.1
1,5,5,3,2,1,5,2,3,5,4,7,3,9,6,9,3.0,4.4,8.0,14.0,3.0
4,4,1,1,1,4,4,2,7,2,5,2,1,-99,-99,-99,2.625,3.4,-99.0,10.0,3.4000000000000004
4,3,2,3,3,5,2,-98,-98,7,2,2,3,5,-99,4,3.142857142857143,3.5,4.5,12.0,3.3
1,2,4,4,1,2,1,3,2,2,3,-98,3,2,-99,5,2.25,2.5,3.5,11.0,1.9000000000000001
5,2,2,3,2,3,1,2,2,-98,3,1,7,8,8,-99,2.5,3.25,8.0,12.0,3.5
-98,4,1,1,2,5,4,3,-98,6,4,5,4,-99,-99,5,2.857142857142857,4.75,5.0,6.0,2.8
1,-99,3,3,5,5,2,2,-98,5,7,3,1,1,4,9,3.0,4.0,4.666666666666667,7.0,1.5714285714285716
2,4,2,5,5,2,3,4,1,7,6,1,2,7,6,-99,3.375,3.4,6.5,13.0,2.6
5,3,5,4,2,3,3,-99,1,5,2,7,2,0,-99,-99,3.5714285714285716,3.4,0.0,17.0,4.4
4,4,2,2,5,2,4,3,2,2,2,2,4,0,8,7,3.25,2.4,5.0,12.0,3.6
2,3,4,4,5,1,1,5,-98,3,3,4,5,8,-99,7,3.125,3.75,7.5,13.0,2.7
2,1,5,2,4,-98,3,3,2,1,3,3,6,4,5,-99,2.857142857142857,3.0,4.5,10.0,2.3
3,3,3,2,1,5,3,2,4,3,4,1,7,-99,6,-99,2.75,3.8,6.0,11.0,3.0
3,-99,-98,5,4,4,3,4,6,5,7,1,2,10,-99,-99,3.8333333333333335,4.2,10.0,8.0,3.0
4,2,3,2,-98,1,5,3,1,3,-98,2,3,7,7,7,2.857142857142857,2.25,7.0,11.0,3.2
3,4,-99,2,4,5,2,4,4,3,5,1,2,6,8,5,3.4285714285714284,3.0,6.333333333333333,9.0,3.375
3,2,1,1,2,3,5,5,3,4,6,5,3,8,5,10,2.75,4.2,7.666666666666667,7.0,2.3000000000000003
4,3,4,5,3,2,4,3,6,6,4,4,7,0,4,-99,3.5,5.4,2.0,16.0,3.7
1,1,3,4,4,3,3,-98,3,1,2,3,4,-99,10,-99,2.7142857142857144,2.6,10.0,9.0,1.4000000000000001
2,3,3,4,3,1,4,4,5,3,4,3,5,-99,1,1,3.0,4.0,1.0,12.0,2.5
4,4,4,4,1,4,3,3,5,2,4,7,4,3,-99,7,3.375,4.4,5.0,16.0,4.0
5,2,4,2,2,3,1,4,2,5,5,7,1,2,-99,7,2.875,4.0,4.5,13.0,3.9000000000000004
3,4,1,3,5,2,4,2,1,2,2,5,1,2,3,-99,3.0,2.2,2.5,11.0,2.9000000000000004
3,4,2,3,5,2,3,-99,3,5,3,6,4,-99,-99,-99,3.142857142857143,4.2,-99.0,12.0,3.1
1,-98,4,1,1,2,4,4,3,3,3,3,5,-99,10,6,2.4285714285714284,3.4,8.0,6.0,1.8571428571428574
3,2,4,3,-99,1,2,1,6,2,-98,3,2,-99,3,0,2.2857142857142856,3.25,1.5,12.0,2.9000000000000004
3,3,-99,-98,2,3,-98,2,6,7,3,4,5,-99,4,9,2.6,5.0,6.5,6.0,2.9999999999999996
2,2,4,1,4,5,3,4,4,1,5,4,6,7,6,1,3.125,4.0,4.666666666666667,9.0,2.4000000000000004
2,-99,-99,2,4,1,1,1,4,3,5,4,3,10,-99,-99,1.8333333333333333,3.8,10.0,4.0,2.0
3,-98,4,2,5,1,3,1,4,1,3,3,5,-99,10,-99,2.7142857142857144,3.2,10.0,9.0,3.2857142857142856
1,3,2,2,-98,3,4,3,6,4,4,-98,3,8,8,7,2.5714285714285716,4.25,7.666666666666667,8.0,1.7999999999999998
2,5,1,-98,2,5,4,2,3,4,6,6,5,7,-99,7,3.0,4.8,7.0,8.0,2.7
2,3,4,3,5,2,3,3,3,3,4,3,5,10,-99,-99,3.125,3.6,10.0,12.0,2.7
2,4,4,3,1,2,5,2,3,2,7,5,-98,9,10,4,2.875,4.25,7.666666666666667,13.0,3.0
1,1,1,4,4,3,2,2,4,3,2,3,3,10,-99,4,2.25,3.0,7.0,7.0,1.0
5,4,3,2,4,2,3,4,3,5,1,2,3,10,5,-99,3.375,2.8,7.5,14.0,4.300000000000001
3,1,-99,3,4,1,5,3,3,5,6,3,2,-99,-99,-99,2.857142857142857,3.8,-99.0,7.0,2.25
4,5,3,3,2,4,5,2,1,4,6,3,2,10,10,-99,3.5,3.2,10.0,15.0,4.1
4,4,3,3,5,4,4,2,5,4,-98,1,5,8,-99,3,3.625,3.75,5.5,14.0,3.8000000000000003
3,4,3,-99,2,3,5,3,2,2,5,6,7,-99,9,2,3.2857142857142856,4.4,5.5,10.0,3.3000000000000003
1,1,2,4,1,4,1,1,2,3,7,3,3,7,3,0,1.875,3.6,3.3333333333333335,8.0,1.2000000000000002
3,2,3,3,4,4,5,1,3,2,6,4,2,4,9,3,3.125,3.4,5.333333333333333,11.0,2.7
3,2,3,5,3,2,2,1,2,2,6,1,3,0,6,-99,2.625,2.8,3.0,13.0,2.7
4,3,1,2,5,3,2,5,4,2,4,2,4,9,-99,4,3.125,3.2,6.5,10.0,3.1
3,1,4,1,3,1,2,4,3,4,3,6,3,9,7,-99,2.375,3.8,8.0,9.0,2.6
1,-98,3,2,2,1,3,4,3,4,7,4,2,-99,-99,4,2.2857142857142856,4.0,4.0,6.0,1.5714285714285716
2,3,5,2,5,4,2,4,4,7,3,-98,5,6,-99,6,3.375,4.75,6.0,12.0,2.9
3,2,5,3,3,5,2,4,2,2,4,-98,1,6,-99,-99,3.375,2.25,6.0,13.0,3.1
4,3,2,4,2,-99,1,3,2,4,3,3,4,3,3,4,2.7142857142857144,3.2,3.3333333333333335,13.0,3.3
3,3,4,-98,4,4,2,4,6,6,4,3,5,1,-99,6,3.4285714285714284,4.8,3.5,10.0,3.2
3,4,3,3,3,2,3,1,3,4,4,6,3,-99,-99,5,2.75,4.0,5.0,13.0,3.3000000000000003
-99,3,5,3,4,1,3,4,3,3,1,-98,4,4,-99,1,3.2857142857142856,2.75,2.5,11.0,3.8
4,-98,2,1,3,5,2,4,1,3,6,4,5,10,5,8,3.0,3.8,7.666666666666667,7.0,3.428571428571429
2,3,4,1,5,3,4,3,4,1,3,5,5,-99,8,6,3.125,3.6,7.0,10.0,2.7
1,-99,4,3,5,4,5,3,4,3,4,5,3,7,2,-99,3.5714285714285716,3.8,4.5,8.0,1.8571428571428574
2,5,2,3,4,4,4,2,4,5,2,3,3,-99,8,-99,3.25,3.4,8.0,12.0,2.9
2,2,1,5,1,4,2,4,5,1,1,4,6,7,2,9,2.625,3.4,6.0,10.0,1.8
2,-98,4,2,5,5,4,4,2,2,2,6,5,4,9,0,3.7142857142857144,3.4,4.333333333333333,8.0,2.5714285714285716
2,1,4,1,4,1,2,5,3,5,5,5,3,-99,10,10,2.5,4.2,10.0,8.0,2.1
2,5,2,3,4,4,1,2,6,5,1,1,2,-99,6,0,2.875,3.0,3.0,12.0,2.9
2,3,4,2,3,5,2,4,7,4,7,3,1,2,8,10,3.125,4.4,6.666666666666667,11.0,2.7
5,5,3,1,5,2,5,3,2,5,2,2,1,0,-99,-99,3.625,2.4,0.0,14.0,4.6
1,5,4,4,4,4,2,5,4,3,2,2,4,1,1,3,3.625,3.0,1.6666666666666667,14.0,2.8
3,5,2,1,1,2,1,3,2,2,2,7,1,4,-99,-99,2.25,2.8,4.0,11.0,3.4
3,4,5,4,3,-99,1,3,1,3,1,1,3,-99,2,-99,3.2857142857142856,1.8,2.0,16.0,3.7
-99,2,2,2,5,1,5,3,3,4,5,2,5,9,0,-99,2.857142857142857,3.8,4.5,6.0,2.0
1,1,3,2,1,3,4,4,2,7,6,3,3,6,3,5,2.375,4.2,4.666666666666667,7.0,1.4000000000000001
3,3,1,3,-99,2,2,-99,5,1,4,4,5,-99,-99,9,2.3333333333333335,3.8,9.0,10.0,2.6
-99,2,1,5,4,4,3,1,4,4,2,4,5,7,6,-99,2.857142857142857,3.8,6.5,8.0,1.6
5,4,3,3,4,2,3,1,2,3,3,2,2,5,-99,5,3.125,2.4,5.0,15.0,4.300000000000001
5,2,2,4,2,2,4,-98,1,4,4,2,5,-99,8,-99,3.0,3.2,8.0,13.0,3.5
2,-99,5,1,2,3,2,3,6,1,-98,2,5,-99,0,0,2.5714285714285716,3.5,0.0,8.0,2.857142857142857
2,4,1,4,-98,-98,5,4,2,3,2,4,3,-99,-99,0,3.3333333333333335,2.8,0.0,11.0,2.4000000000000004
4,5,3,2,2,2,2,3,4,6,5,3,2,8,1,-99,2.875,4.0,4.5,14.0,4.1
-98,1,2,4,4,1,4,1,3,4,3,7,4,-99,-99,-99,2.4285714285714284,4.2,-99.0,7.0,1.4
3,5,1,3,3,4,1,4,4,4,3,4,7,2,2,-99,3.0,4.4,2.0,12.0,3.2
3,-98,1,-98,1,3,3,4,3,3,4,1,4,9,5,-99,2.5,3.0,7.0,4.0,2.428571428571429
2,3,3,3,1,-98,3,2,1,3,1,5,2,-99,-99,1,2.4285714285714284,2.4,1.0,11.0,2.5
4,4,3,1,3,1,3,2,2,3,5,3,5,4,-99,3,2.625,3.6,3.5,12.0,3.8000000000000003
2,4,3,1,-99,4,1,5,2,6,2,5,3,-99,6,-99,2.857142857142857,3.6,6.0,10.0,2.8000000000000003
2,2,3,5,3,2,4,1,3,-98,5,3,4,8,-99,2,2.75,3.75,5.0,12.0,2.2
3,3,3,3,3,2,2,5,5,3,1,4,5,0,3,-99,3.0,3.6,1.5,12.0,3.0
3,3,1,4,2,4,4,2,3,3,-98,5,4,-99,-99,8,2.875,3.75,8.0,11.0,2.6
2,1,3,2,3,3,5,3,1,6,2,7,6,2,10,1,2.75,4.4,4.333333333333333,8.0,1.9000000000000001
1,3,-99,2,3,4,3,-98,4,3,6,3,5,10,3,4,2.6666666666666665,4.2,5.666666666666667,6.0,1.7499999999999998
4,1,3,1,5,2,4,4,4,4,6,3,4,1,5,8,3.0,4.2,4.666666666666667,9.0,2.9
2,1,4,-99,3,3,4,3,-98,2,-98,4,2,-99,2,-99,2.857142857142857,2.6666666666666665,2.0,7.0,2.1
3,1,2,4,3,3,3,4,4,5,4,7,6,4,6,-99,2.875,5.2,5.0,10.0,2.2
2,-99,4,-98,1,-99,5,2,4,4,5,7,7,3,3,10,2.8,5.4,5.333333333333333,6.0,2.5714285714285716
3,3,4,2,-99,2,2,2,4,6,3,1,2,2,10,8,2.5714285714285716,3.2,6.666666666666667,12.0,3.2
3,-99,3,4,2,2,3,-99,7,5,2,2,4,-99,-99,4,2.8333333333333335,4.0,4.0,10.0,3.0000000000000004
1,3,-99,4,1,3,4,4,6,2,3,4,3,-99,0,1,2.857142857142857,3.6,0.5,8.0,1.7499999999999998
2,2,1,2,4,3,3,4,3,5,2,2,5,-99,9,6,2.625,3.4,7.5,7.0,1.8
1,3,1,5,3,2,2,3,2,6,-98,3,5,8,9,0,2.5,4.0,5.666666666666667,10.0,1.5999999999999999
1,3,4,-98,3,-98,3,1,3,3,1,2,2,7,-99,3,2.5,2.2,5.0,8.0,2.2
-99,1,5,5,3,2,5,1,4,2,4,4,6,1,8,7,3.142857142857143,4.0,5.333333333333333,11.0,2.6
2,4,1,4,4,5,-98,3,5,1,4,7,2,9,9,6,3.2857142857142856,3.8,8.0,11.0,2.4000000000000004
5,2,2,2,2,1,3,4,4,4,4,-98,5,4,7,0,2.625,4.25,3.6666666666666665,11.0,3.5
2,4,1,2,5,4,4,3,1,3,5,3,4,-99,4,9,3.125,3.2,6.5,9.0,2.4000000000000004
4,4,2,-99,4,-98,-98,5,5,4,2,4,3,-99,0,9,3.8,3.6,4.5,10.0,3.6
